date,股票代码,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2020-01-02,601633,8.9,9.2,9.37,8.87,266726,243837877.0,5.65,3.95,0.35,0.44,9.146666666666667
2020-01-03,601633,9.25,9.17,9.31,9.08,167304,153405789.0,2.5,-0.33,-0.03,0.28,9.186666666666667
2020-01-06,601633,9.1,8.96,9.19,8.93,221849,200848247.0,2.84,-2.29,-0.21,0.37,9.026666666666666
2020-01-07,601633,8.98,9.15,9.15,8.95,188681,171042491.0,2.23,2.12,0.19,0.31,9.083333333333334
2020-01-08,601633,9.13,8.98,9.13,8.92,156597,140951200.0,2.3,-1.86,-0.17,0.26,9.01
2020-01-09,601633,9.01,9.1,9.13,9.01,129982,118098185.0,1.34,1.34,0.12,0.22,9.08
2020-01-10,601633,9.05,9.13,9.17,8.91,181018,164164241.0,2.86,0.33,0.03,0.3,9.07
2020-01-13,601633,9.19,9.08,9.38,9.01,251478,229210600.0,4.05,-0.55,-0.05,0.42,9.156666666666666
2020-01-14,601633,9.07,8.94,9.16,8.93,231519,209260027.0,2.53,-1.54,-0.14,0.38,9.01
2020-01-15,601633,8.93,8.8,8.93,8.75,208629,183616980.0,2.01,-1.57,-0.14,0.35,8.826666666666666
2020-01-16,601633,8.86,8.68,8.86,8.68,183662,160105389.0,2.05,-1.36,-0.12,0.3,8.74
2020-01-17,601633,8.74,8.74,8.79,8.67,132604,115780953.0,1.38,0.69,0.06,0.22,8.733333333333334
2020-01-20,601633,8.81,8.86,8.94,8.8,160969,142987994.0,1.6,1.37,0.12,0.27,8.866666666666667
2020-01-21,601633,8.89,8.6,8.89,8.6,180336,155885297.0,3.27,-2.93,-0.26,0.3,8.696666666666667
2020-01-22,601633,8.6,8.7,8.77,8.4,137872,118799395.0,4.3,1.16,0.1,0.23,8.623333333333333
2020-01-23,601633,8.65,8.35,8.7,8.2,177227,149638737.0,5.75,-4.02,-0.35,0.29,8.416666666666666
2020-02-03,601633,7.52,7.52,7.62,7.52,209898,157992142.0,1.2,-9.94,-0.83,0.35,7.553333333333334
2020-02-04,601633,7.48,7.56,7.68,7.4,307222,231105980.0,3.72,0.53,0.04,0.51,7.546666666666667
2020-02-05,601633,7.56,7.64,7.9,7.56,310057,238871402.0,4.5,1.06,0.08,0.51,7.7
2020-02-06,601633,7.66,7.75,7.81,7.56,170290,131196054.0,3.27,1.44,0.11,0.28,7.706666666666666
2020-02-07,601633,7.72,7.72,7.78,7.55,228178,174247102.0,2.97,-0.39,-0.03,0.38,7.683333333333334
2020-02-10,601633,7.61,7.8,7.82,7.57,206303,159870077.0,3.24,1.04,0.08,0.34,7.73
2020-02-11,601633,7.8,7.82,7.91,7.76,166091,129958696.0,1.92,0.26,0.02,0.28,7.830000000000001
2020-02-12,601633,7.84,7.85,7.86,7.75,105251,82253785.0,1.41,0.38,0.03,0.17,7.82
2020-02-13,601633,7.82,7.98,8.04,7.82,215052,171350366.0,2.8,1.66,0.13,0.36,7.946666666666666
2020-02-14,601633,7.95,7.97,8.02,7.87,145353,115422279.0,1.88,-0.13,-0.01,0.24,7.953333333333333
2020-02-17,601633,8.1,8.66,8.67,8.1,405020,343072656.0,7.15,8.66,0.69,0.67,8.476666666666667
2020-02-18,601633,8.66,8.71,8.77,8.51,293269,253838645.0,3.0,0.58,0.05,0.49,8.663333333333334
2020-02-19,601633,8.68,8.56,8.83,8.55,183934,159475711.0,3.21,-1.72,-0.15,0.31,8.646666666666668
2020-02-20,601633,8.61,8.6,8.62,8.46,203264,173880182.0,1.87,0.47,0.04,0.34,8.56
2020-02-21,601633,8.82,8.86,8.94,8.66,320335,281990912.0,3.26,3.02,0.26,0.53,8.82
2020-02-24,601633,8.87,9.19,9.4,8.78,403121,367679120.0,7.0,3.72,0.33,0.67,9.123333333333333
2020-02-25,601633,8.96,9.56,9.74,8.9,487848,453624592.0,9.14,4.03,0.37,0.81,9.4
2020-02-26,601633,9.36,9.23,9.68,9.22,384629,363169248.0,4.81,-3.45,-0.33,0.64,9.376666666666667
2020-02-27,601633,9.26,9.13,9.31,8.95,280787,256125227.0,3.9,-1.08,-0.1,0.47,9.13
2020-02-28,601633,8.9,8.85,9.13,8.42,438213,382819888.0,7.78,-3.07,-0.28,0.73,8.799999999999999
2020-03-02,601633,8.8,9.25,9.33,8.76,344061,313619104.0,6.44,4.52,0.4,0.57,9.113333333333333
2020-03-03,601633,9.39,9.04,9.45,8.96,272206,249392055.0,5.3,-2.27,-0.21,0.45,9.15
2020-03-04,601633,9.15,9.05,9.15,8.85,198339,177513096.0,3.32,0.11,0.01,0.33,9.016666666666667
2020-03-05,601633,9.13,9.18,9.28,9.0,320290,294064880.0,3.09,1.44,0.13,0.53,9.153333333333334
2020-03-06,601633,9.07,9.11,9.26,9.05,180212,165253808.0,2.29,-0.76,-0.07,0.3,9.14
2020-03-09,601633,9.0,8.69,9.04,8.58,277479,243609554.0,5.05,-4.61,-0.42,0.46,8.769999999999998
2020-03-10,601633,8.49,8.95,9.02,8.48,234506,206889817.0,6.21,2.99,0.26,0.39,8.816666666666666
2020-03-11,601633,8.96,9.16,9.35,8.92,314324,288949840.0,4.8,2.35,0.21,0.52,9.143333333333333
2020-03-12,601633,9.06,9.19,9.28,8.87,254322,230917861.0,4.48,0.33,0.03,0.42,9.113333333333332
2020-03-13,601633,8.8,9.27,9.28,8.7,285430,258730180.0,6.31,0.87,0.08,0.47,9.083333333333332
2020-03-16,601633,9.26,8.59,9.27,8.48,324768,286694512.0,8.52,-7.34,-0.68,0.54,8.78
2020-03-17,601633,8.55,8.21,8.74,8.11,207391,172108212.0,7.33,-4.42,-0.38,0.34,8.353333333333333
2020-03-18,601633,8.24,8.09,8.52,8.05,337934,281590400.0,5.72,-1.46,-0.12,0.56,8.22
2020-03-19,601633,8.21,8.21,8.24,7.69,411778,328141952.0,6.8,1.48,0.12,0.68,8.046666666666667
2020-03-20,601633,8.26,8.39,8.48,8.14,232571,194284538.0,4.14,2.19,0.18,0.39,8.336666666666668
2020-03-23,601633,8.18,7.8,8.2,7.8,190346,151514611.0,4.77,-7.03,-0.59,0.32,7.933333333333334
2020-03-24,601633,7.94,8.58,8.58,7.89,290152,238410603.0,8.85,10.0,0.78,0.48,8.35
2020-03-25,601633,8.83,9.06,9.21,8.66,434505,390150208.0,6.41,5.59,0.48,0.72,8.976666666666667
2020-03-26,601633,9.0,8.9,9.03,8.75,228379,202461052.0,3.09,-1.77,-0.16,0.38,8.893333333333333
2020-03-27,601633,9.02,8.95,9.12,8.81,164748,147690296.0,3.48,0.56,0.05,0.27,8.959999999999999
2020-03-30,601633,8.92,9.03,9.09,8.51,176158,158190900.0,6.48,0.89,0.08,0.29,8.876666666666667
2020-03-31,601633,9.04,8.89,9.1,8.87,212503,190742391.0,2.55,-1.55,-0.14,0.35,8.953333333333333
2020-04-01,601633,8.89,8.48,9.2,8.43,373365,326870576.0,8.66,-4.61,-0.41,0.62,8.703333333333333
2020-04-02,601633,8.3,8.3,8.36,8.07,262590,215209297.0,3.42,-2.12,-0.18,0.44,8.243333333333334
2020-04-03,601633,8.35,8.16,8.4,8.14,152952,125923880.0,3.13,-1.69,-0.14,0.25,8.233333333333333
2020-04-07,601633,8.3,8.32,8.37,8.17,199077,164374007.0,2.45,1.96,0.16,0.33,8.286666666666667
2020-04-08,601633,8.26,8.21,8.28,8.13,128157,105024046.0,1.8,-1.32,-0.11,0.21,8.206666666666667
2020-04-09,601633,8.26,8.27,8.34,8.21,162615,134346084.0,1.58,0.73,0.06,0.27,8.273333333333333
2020-04-10,601633,8.29,8.08,8.29,8.03,164066,133152519.0,3.14,-2.3,-0.19,0.27,8.133333333333333
2020-04-13,601633,8.08,8.08,8.11,7.92,102692,82373112.0,2.35,0.0,0.0,0.17,8.036666666666667
2020-04-14,601633,8.02,8.13,8.17,8.02,136273,110376773.0,1.86,0.62,0.05,0.23,8.106666666666667
2020-04-15,601633,8.13,8.09,8.2,8.08,108510,88253298.0,1.48,-0.49,-0.04,0.18,8.123333333333333
2020-04-16,601633,8.06,8.02,8.14,7.97,148917,119523236.0,2.1,-0.87,-0.07,0.25,8.043333333333333
2020-04-17,601633,8.06,8.09,8.16,8.04,116380,94244515.0,1.5,0.87,0.07,0.19,8.096666666666666
2020-04-20,601633,8.14,8.11,8.14,8.04,78552,63587253.0,1.24,0.25,0.02,0.13,8.096666666666666
2020-04-21,601633,8.09,7.97,8.09,7.91,98439,78637762.0,2.22,-1.73,-0.14,0.16,7.989999999999999
2020-04-22,601633,7.92,8.04,8.06,7.84,72965,58176520.0,2.76,0.88,0.07,0.12,7.9799999999999995
2020-04-23,601633,8.08,7.99,8.1,7.95,85437,68482525.0,1.87,-0.62,-0.05,0.14,8.013333333333334
2020-04-24,601633,8.09,7.91,8.16,7.87,109674,87525685.0,3.63,-1.0,-0.08,0.18,7.98
2020-04-27,601633,7.9,7.87,7.91,7.67,106778,83453355.0,3.03,-0.51,-0.04,0.18,7.816666666666666
2020-04-28,601633,7.85,7.75,7.91,7.65,106602,82659705.0,3.3,-1.52,-0.12,0.18,7.7700000000000005
2020-04-29,601633,7.75,7.82,7.9,7.7,92999,72635525.0,2.58,0.9,0.07,0.15,7.8066666666666675
2020-04-30,601633,7.86,8.06,8.15,7.85,148589,119704066.0,3.84,3.07,0.24,0.25,8.020000000000001
2020-05-06,601633,7.99,8.26,8.32,7.96,197061,162113581.0,4.47,2.48,0.2,0.33,8.18
2020-05-07,601633,8.25,8.19,8.25,8.1,106753,87245109.0,1.82,-0.85,-0.07,0.18,8.18
2020-05-08,601633,8.17,8.39,8.45,8.17,188310,156790266.0,3.42,2.44,0.2,0.31,8.336666666666666
2020-05-11,601633,8.47,8.64,8.9,8.47,253295,220617978.0,5.13,2.98,0.25,0.42,8.67
2020-05-12,601633,8.64,8.61,8.72,8.51,101231,87103789.0,2.43,-0.35,-0.03,0.17,8.613333333333333
2020-05-13,601633,8.57,8.62,8.75,8.46,83936,72321177.0,3.37,0.12,0.01,0.14,8.61
2020-05-14,601633,8.57,8.4,8.61,8.35,132244,112008160.0,3.02,-2.55,-0.22,0.22,8.453333333333333
