date,股票代码,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2020-01-02,601186,10.22,10.41,10.47,10.21,1173359,1217132032.0,2.56,2.66,0.27,1.02,10.363333333333333
2020-01-03,601186,10.45,10.34,10.49,10.28,675407,699742048.0,2.02,-0.67,-0.07,0.59,10.37
2020-01-06,601186,10.27,10.24,10.37,10.21,689242,709530896.0,1.55,-0.97,-0.1,0.6,10.273333333333333
2020-01-07,601186,10.26,10.33,10.33,10.21,449288,461482352.0,1.17,0.88,0.09,0.39,10.29
2020-01-08,601186,10.27,10.1,10.28,10.06,614686,625559632.0,2.13,-2.23,-0.23,0.53,10.146666666666667
2020-01-09,601186,10.18,10.19,10.26,10.13,430366,438456880.0,1.29,0.89,0.09,0.37,10.193333333333333
2020-01-10,601186,10.21,10.11,10.24,10.06,384502,389223184.0,1.77,-0.79,-0.08,0.33,10.136666666666667
2020-01-13,601186,10.09,10.16,10.17,10.06,340381,344323088.0,1.09,0.49,0.05,0.3,10.13
2020-01-14,601186,10.17,10.18,10.23,10.14,294275,299796176.0,0.89,0.2,0.02,0.26,10.183333333333334
2020-01-15,601186,10.17,10.02,10.2,9.99,399488,401522096.0,2.06,-1.57,-0.16,0.35,10.069999999999999
2020-01-16,601186,10.02,9.92,10.04,9.9,341627,339714096.0,1.4,-1.0,-0.1,0.3,9.953333333333333
2020-01-17,601186,9.94,9.89,9.98,9.87,281574,279133680.0,1.11,-0.3,-0.03,0.24,9.913333333333334
2020-01-20,601186,9.9,9.95,9.99,9.82,334815,332028656.0,1.72,0.61,0.06,0.29,9.92
2020-01-21,601186,9.97,9.73,9.97,9.68,512560,501265392.0,2.91,-2.21,-0.22,0.45,9.793333333333333
2020-01-22,601186,9.7,9.68,9.73,9.59,447685,432687920.0,1.44,-0.51,-0.05,0.39,9.666666666666666
2020-01-23,601186,9.63,9.42,9.65,9.35,533436,506146032.0,3.1,-2.69,-0.26,0.46,9.473333333333334
2020-02-03,601186,8.48,8.48,8.58,8.48,608169,515967056.0,1.06,-9.98,-0.94,0.53,8.513333333333334
2020-02-04,601186,8.25,8.48,8.58,8.25,872722,737220752.0,3.89,0.0,0.0,0.76,8.436666666666666
2020-02-05,601186,8.47,8.6,8.72,8.45,779054,670592176.0,3.18,1.42,0.12,0.68,8.590000000000002
2020-02-06,601186,8.65,8.76,8.85,8.55,629715,547288352.0,3.49,1.86,0.16,0.55,8.719999999999999
2020-02-07,601186,8.72,8.77,8.78,8.62,468397,407366528.0,1.83,0.11,0.01,0.41,8.723333333333333
2020-02-10,601186,8.75,8.89,8.98,8.69,496563,440204592.0,3.31,1.37,0.12,0.43,8.853333333333333
2020-02-11,601186,8.93,8.96,9.07,8.89,484176,435776912.0,2.02,0.79,0.07,0.42,8.973333333333334
2020-02-12,601186,8.96,9.04,9.06,8.94,349633,315289600.0,1.34,0.89,0.08,0.3,9.013333333333334
2020-02-13,601186,9.09,9.1,9.27,9.05,504724,462059072.0,2.43,0.66,0.06,0.44,9.14
2020-02-14,601186,9.09,9.14,9.15,9.04,323705,294404672.0,1.21,0.44,0.04,0.28,9.11
2020-02-17,601186,9.15,9.29,9.3,9.12,495939,457717616.0,1.97,1.64,0.15,0.43,9.236666666666666
2020-02-18,601186,9.38,9.25,9.42,9.18,493950,458647264.0,2.58,-0.43,-0.04,0.43,9.283333333333333
2020-02-19,601186,9.24,9.28,9.35,9.19,447405,415070256.0,1.73,0.32,0.03,0.39,9.273333333333333
2020-02-20,601186,9.3,9.38,9.39,9.21,489431,454834336.0,1.94,1.08,0.1,0.43,9.326666666666668
2020-02-21,601186,9.38,9.33,9.44,9.28,527114,491864080.0,1.71,-0.53,-0.05,0.46,9.35
2020-02-24,601186,9.32,9.19,9.36,9.18,642280,593061728.0,1.93,-1.5,-0.14,0.56,9.243333333333332
2020-02-25,601186,9.02,8.97,9.06,8.85,771204,691354160.0,2.29,-2.39,-0.22,0.67,8.96
2020-02-26,601186,8.87,9.47,9.67,8.83,2220142,2091266688.0,9.36,5.57,0.5,1.93,9.323333333333332
2020-02-27,601186,9.53,9.41,9.59,9.37,997953,944128240.0,2.32,-0.63,-0.06,0.87,9.456666666666667
2020-02-28,601186,9.24,9.5,9.76,9.2,1865882,1786015440.0,5.95,0.96,0.09,1.62,9.486666666666666
2020-03-02,601186,9.68,10.45,10.45,9.63,2218488,2267773760.0,8.63,10.0,0.95,1.93,10.176666666666666
2020-03-03,601186,10.99,10.53,10.99,10.45,2714498,2899082592.0,5.17,0.77,0.08,2.36,10.656666666666666
2020-03-04,601186,10.45,10.95,11.17,10.38,2197737,2393487024.0,7.5,3.99,0.42,1.91,10.833333333333334
2020-03-05,601186,10.99,10.9,11.24,10.76,1780139,1952098816.0,4.38,-0.46,-0.05,1.55,10.966666666666667
2020-03-06,601186,10.75,10.47,10.87,10.43,1629914,1720216736.0,4.04,-3.94,-0.43,1.42,10.589999999999998
2020-03-09,601186,10.29,10.14,10.39,10.11,1296006,1324400576.0,2.67,-3.15,-0.33,1.13,10.213333333333333
2020-03-10,601186,10.15,10.67,10.68,10.14,1714959,1796810240.0,5.33,5.23,0.53,1.49,10.496666666666668
2020-03-11,601186,10.66,10.54,10.82,10.47,1058919,1124561936.0,3.28,-1.22,-0.13,0.92,10.61
2020-03-12,601186,10.39,10.63,10.77,10.25,1263409,1330084496.0,4.93,0.85,0.09,1.1,10.549999999999999
2020-03-13,601186,10.16,10.66,10.8,10.15,1481423,1563812048.0,6.11,0.28,0.03,1.29,10.536666666666667
