date,股票代码,open,close,high,low,volume,amount,amplitude,pct_chg,rfs,change,pivot
2020-01-02,600655,7.88,7.97,8.02,7.86,82428,65544315.0,2.04,1.66,0.13,0.51,7.949999999999999
2020-01-03,600655,7.99,8.09,8.12,7.99,86451,69626310.0,1.63,1.51,0.12,0.54,8.066666666666666
2020-01-06,600655,8.04,8.24,8.28,8.04,139013,113884598.0,2.97,1.85,0.15,0.87,8.186666666666667
2020-01-07,600655,8.12,8.23,8.25,8.08,99193,80899925.0,2.06,-0.12,-0.01,0.62,8.186666666666666
2020-01-08,600655,8.35,8.3,8.4,8.21,154002,127910686.0,2.31,0.85,0.07,0.96,8.303333333333333
2020-01-09,600655,8.2,8.12,8.2,8.1,102659,83485760.0,1.2,-2.17,-0.18,0.64,8.139999999999999
2020-01-10,600655,8.12,8.18,8.23,8.1,68924,56220536.0,1.6,0.74,0.06,0.43,8.17
2020-01-13,600655,8.16,8.23,8.31,8.14,52933,43460037.0,2.08,0.61,0.05,0.33,8.226666666666668
2020-01-14,600655,8.23,8.2,8.29,8.19,34640,28491385.0,1.22,-0.36,-0.03,0.22,8.226666666666665
2020-01-15,600655,8.21,8.2,8.22,8.14,44139,36107540.0,0.98,0.0,0.0,0.28,8.186666666666666
2020-01-16,600655,8.17,8.15,8.21,8.11,37556,30582518.0,1.22,-0.61,-0.05,0.23,8.156666666666666
2020-01-17,600655,8.15,8.14,8.19,8.11,33368,27154332.0,0.98,-0.12,-0.01,0.21,8.146666666666667
2020-01-20,600655,8.15,8.1,8.16,8.04,60218,48657522.0,1.47,-0.49,-0.04,0.38,8.1
2020-01-21,600655,8.1,7.99,8.11,7.97,58769,47229990.0,1.73,-1.36,-0.11,0.37,8.023333333333333
2020-01-22,600655,7.95,7.94,8.02,7.82,56327,44530326.0,2.5,-0.63,-0.05,0.35,7.926666666666667
2020-01-23,600655,7.93,7.59,7.93,7.53,104325,80479698.0,5.04,-4.41,-0.35,0.65,7.683333333333334
2020-02-03,600655,6.83,6.83,6.83,6.83,42706,29168198.0,0.0,-10.01,-0.76,0.27,6.830000000000001
2020-02-04,600655,6.36,6.72,6.9,6.36,119228,80385875.0,7.91,-1.61,-0.11,0.74,6.66
2020-02-05,600655,6.8,7.03,7.1,6.74,111751,77894681.0,5.36,4.61,0.31,0.7,6.956666666666667
2020-02-06,600655,7.11,7.17,7.22,7.02,92291,65665563.0,2.84,1.99,0.14,0.58,7.136666666666666
2020-02-07,600655,7.2,7.32,7.33,7.13,79829,57661685.0,2.79,2.09,0.15,0.5,7.260000000000001
2020-02-10,600655,7.31,7.47,7.56,7.3,60482,45037909.0,3.55,2.05,0.15,0.38,7.4433333333333325
2020-02-11,600655,7.47,7.39,7.53,7.32,105526,78205985.0,2.81,-1.07,-0.08,0.66,7.413333333333334
2020-02-12,600655,7.37,7.39,7.43,7.32,83688,61679177.0,1.49,0.0,0.0,0.52,7.38
2020-02-13,600655,7.4,7.38,7.41,7.31,80904,59544789.0,1.35,-0.14,-0.01,0.5,7.366666666666666
2020-02-14,600655,7.35,7.39,7.41,7.31,47142,34646514.0,1.36,0.14,0.01,0.29,7.37
2020-02-17,600655,7.42,7.5,7.52,7.36,75557,56315797.0,2.17,1.49,0.11,0.47,7.46
2020-02-18,600655,7.53,7.51,7.56,7.46,59176,44418567.0,1.33,0.13,0.01,0.37,7.510000000000001
2020-02-19,600655,7.57,7.46,7.59,7.45,75649,56782961.0,1.86,-0.67,-0.05,0.47,7.5
